text,label,label_name,clean_text
"What do you do for a living and how much money do you make a year? Are you low budget and poor, or have extra money and rich?",6,Business & Finance,living much money make year low budget poor extra money rich
Which school in UK can give me admission and send me travel documents for M.A. without initial deposit of fee? ,3,Education & Reference,school give admission send travel documents without initial deposit fee
How many soybeans in a bushel? ,1,Science & Mathematics,many soybeans bushel
who do accept more lesbian or gay men in your society? ,0,Society & Culture,accept lesbian gay men society
what flower have the shortest life? ,1,Science & Mathematics,flower shortest life
Why do people like asking so many Questions? ,3,Education & Reference,people like asking many questions
misdemeanor violation? what are the staute of limations for a violation of probation misdemeanor,9,Politics & Government,misdemeanor violation staute limations violation probation misdemeanor
I need help with finding out what I want to do for the rest of my life!!! HELP.? I wanted to know if anyone has any good websites for me to check out to help me decide on what I would like to do? I need help on researching. I know that I need to do online courses....since i do have 2 kids. I more than likely want to do something with computers. I like to be the person behind the desk...not the one fixing it. I was told Data Entry. Any other suggestions? I also was thinking of Information Tech. but have forgotten what it was...lol. I did know that answer when I was in school. I had to do a Career Passport and I guess I liked that one. Please help me! I need to also find out what are the income limits for Financial Aide.,3,Education & Reference,need help finding want rest life help wanted know anyone good websites check help decide would like need help researching know need online coursessince kids likely want something computers like person behind desknot one fixing told data entry suggestions also thinking information tech forgotten waslol know answer school career passport guess liked one please help need also find income limits financial aide
where can I find free downloads of books ineither pdf or winrar.? ,3,Education & Reference,find free downloads books ineither pdf winrar
"What is Rotational symmetry,Line Symmetry, congruence and Similarity? What's the difference b/t Cong and Simil please help",1,Science & Mathematics,rotational symmetryline symmetry congruence similarity whats difference cong simil please help
Time-line of Gorge Washington? I need a time-line of Gorge Washingtons life to death,3,Education & Reference,timeline gorge washington need timeline gorge washingtons life death
"my ankle has been hurting? for a few days now\ni can walk amd stuff but when i try to like twist or rotate it, it hurts bad\ndid i twist it?\nsprain it?\nbreak it?\nfracture it?\nplease help me",2,Health,ankle hurting days nowni walk amd stuff try like twist rotate hurts badndid twist itnsprain itnbreak itnfracture itnplease help
Do Robbie Williams and Take That communicate? After breaking -up r the still friends?,7,Entertainment & Music,robbie williams take communicate breaking still friends
Do all of u want to go to hell? ,0,Society & Culture,want hell
"what is the niemann-pick disease? what are symptoms and diagnosis, and prognosis of the niemann-pick disease?  what treatments are available?  what is the genetics of the disase-dominant or recessive, chromosome location?  can the sufferer of this condition pass it to another person?  can the condition be passed to offspring?",3,Education & Reference,niemannpick disease symptoms diagnosis prognosis niemannpick disease treatments available genetics disasedominant recessive chromosome location sufferer condition pass another person condition passed offspring
hey what can i do to raise my grade and my gpa to a 3.75 from a 3.73 in 2 months? ,3,Education & Reference,hey raise grade gpa months
who is better Ottawa or toronto (NHL)? ,5,Sports,better ottawa toronto nhl
do any of you guys know how much a CSI earn? ,6,Business & Finance,guys know much csi earn
"I dont kno if im in love or not?? plzz help? i meet this guy he is so nice and stuff i meet him online i like him a lot but he is 6yrs older then me. i dont know if i should date him or not? He does not live where i live but he said that he will find a way to make it work. i like him a lot he is like my best friend i have been talking to him  since last July. i can tell him everything, and he helps me a lot. i just dont know if i should date him since he is 6yrs older them me.What should i do ????",8,Family & Relationships,dont kno love plzz help meet guy nice stuff meet online like lot yrs older dont know date live live said find way make work like lot like best friend talking since last july tell everything helps lot dont know date since yrs older mewhat
"Everyone agrees that America was built on Christan principles, why are those principles being denied today? Today like no other day, God has been put out of schools,court houses and everywhere in the society.Gay pride is very open and homosexuals are been allowed to get married and they want to raise children. Is this morally right? What becomes of these kids who see Mom and Dad looking alike. Does God justify this? If so why do we always say God bless America?",0,Society & Culture,everyone agrees america built christan principles principles denied today today like day god put schoolscourt houses everywhere societygay pride open homosexuals allowed get married want raise children morally right becomes kids see mom dad looking alike god justify always say god bless america
What are a few basic phrases in french i would need to get around if im visiting Paris? ,0,Society & Culture,basic phrases french would need get around visiting paris
how do u do mole ratios? ,1,Science & Mathematics,mole ratios
What is the best source to learn french quickly whether it be online or a book? i am going to be studying abroad and i want to expand my knowledge of the language. i only the very basics.,3,Education & Reference,best source learn french quickly whether online book going studying abroad want expand knowledge language basics
Are there any sumo wrestling schools in the U.S? I think this sport fits my image.,5,Sports,sumo wrestling schools think sport fits image
does any one know who the mayor of middlesbrough england was? i know he was John Reivley he was my great grandad i what to know more about him. please help,9,Politics & Government,one know mayor middlesbrough england know john reivley great grandad know please help
What is the easiest way to setup a wireless Home Network? ,4,Computers & Internet,easiest way setup wireless home network
Are you tired of the issues: why are Blacks called African-American and why are whites called Caucasian? ,0,Society & Culture,tired issues blacks called africanamerican whites called caucasian
Ok Guys...would you MARRY Monica lewsinsky? just curious. You know she would be good at ONE thing!,0,Society & Culture,guyswould marry monica lewsinsky curious know would good one thing
Mirena IUD???? I had a Mirena IUD inserted in late January of this year.  I had spotting for about the first 4 months and now I just have a leaky discharge constantly.  Panty liners are a must.  It's getting pretty aggravating and was wondering if anyone else had this problem and/or will it get better????,2,Health,mirena iud mirena iud inserted late january year spotting first months leaky discharge constantly panty liners must getting pretty aggravating wondering anyone else problem andor get better
i ive been waiting for some1 who i really love answer for about 6 months now do u think its worth waiting? ,8,Family & Relationships,ive waiting really love answer months think worth waiting
What is the single most profitalbe community college course? ,3,Education & Reference,single profitalbe community college course
"If Adam and Eve were really the first couple, their children committed incest? So according to the bible we're all descendants from immoral people... what funny way for god to people the world... couldn't He have come up with something more decent?",0,Society & Culture,adam eve really first couple children committed incest according bible descendants immoral people funny way god people world couldnt come something decent
What is SO3 and what is SO4? What's the difference? (In ions...not Sulfur trioxide etc...)? Like...what's the difference between Ca(SO4) and Ca(SO3)??,1,Science & Mathematics,whats difference ionsnot sulfur trioxide etc likewhats difference caso caso
What are customer acquisition costs? What costs specifically do we use to calculate this?,6,Business & Finance,customer acquisition costs costs specifically use calculate
"6 month shorthold assured tennancy agreement - how much notice? hi, I moved into my current property on 18th September on 6 month shorthold assured tennancy agreement, I now have the opportunity to rent a house from a friend but I am not sure how much notice I have to give, do i have to pay for the full six months even if I give notice now? also, will I lose my deposit if i give it up before six months, or will I lose it anyway?",6,Business & Finance,month shorthold assured tennancy agreement much notice moved current property september month shorthold assured tennancy agreement opportunity rent house friend sure much notice give pay full six months even give notice also lose deposit give six months lose anyway
"Trig Function? What are the exact answers to the function:\n(arcsin(x)/arccos(x)) = arctan(x)  ?\n\nOne solution is 0, but what is the other?  \nI know the answer is around 0.45011623, but is there any way to express the answer exactly?  \n\nie:  An exact answer would be sqrt(2), while an approximate answer would be 1.414",1,Science & Mathematics,trig function exact answers functionnarcsinxarccosx arctanx nnone solution know answer around way express answer exactly nnie exact answer would sqrt approximate answer would
Whenever hair dye is applied there is a skin allergy.Face and hands swell and eyes turn soar and red for 2days ,2,Health,whenever hair dye applied skin allergyface hands swell eyes turn soar red days
Did the Mexican President really jump the fence & ask to take over G.W.Bush's job for $3.00 per hr ? ,9,Politics & Government,mexican president really jump fence ask take gwbushs job per
How much does a Physical Therapist make in 1 year? ,2,Health,much physical therapist make year
What means ROV in robotic? What means ROV in robotic?,3,Education & Reference,means rov robotic means rov robotic
good or bad?...? okie i love fruit like its my fav lol..i eat mostly rasberries strawberries blueberries apple oranges and watermelon but i dont eat many veggies...does that matter if i dont eat veggies because i eat tonnes of fruit?....and also is too much fruit bad like cuz it has natural sugar in it??,2,Health,good bad okie love fruit like fav loli eat mostly rasberries strawberries blueberries apple oranges watermelon dont eat many veggiesdoes matter dont eat veggies eat tonnes fruitand also much fruit bad like cuz natural sugar
The Jews are God's chosen people yet they are going to hell because ...? they do not accept Jesus as their savior.\n\nWhy does this not make sence to me?,0,Society & Culture,jews gods chosen people yet going hell accept jesus saviornnwhy make sence
What do you mean by itul? Is it a skirt? ,0,Society & Culture,mean itul skirt
what is the age limit before you can be available for PBA DRAFTING? ,5,Sports,age limit available pba drafting
I was wondering how hard it would be for me to do Search and Rescue In the  US Navy? I plain to enlist in the US Navy after I get my degrees I am studying US History and Bio and I was wondering how hard it would be for me to do Search and Rescue.,9,Politics & Government,wondering hard would search rescue navy plain enlist navy get degrees studying history bio wondering hard would search rescue
where can i find a DeBarge cd? ,7,Entertainment & Music,find debarge
i should give a lecture on next saterday.but i can't choose my subject .do you have any idea? it can be about everything which is interesting for students and should last for 10 min.not sth about general knowledge and not that serious or boring.and please if you can introduce a web site or something.consider that my classmates are all adults.,3,Education & Reference,give lecture next saterdaybut cant choose subject idea everything interesting students last minnot sth general knowledge serious boringand please introduce web site somethingconsider classmates adults
Can anybody tell me what is the formula to finding out what is the maximum force that something can exert? or at least is tell me if it's possible to find it out.,1,Science & Mathematics,anybody tell formula finding maximum force something exert least tell possible find
is the brightest star we see a japanese satelite cos my friends say its not a star but a satelite.? ,1,Science & Mathematics,brightest star see japanese satelite cos friends say star satelite
"Industrial Revolution? What are the pro's and con's of the following inventions:\nCotton thread (Samuel Slater), A nail-making machine (Jacob perkins), spinning cotton thread machine (richard arkwright), textile plant(francis cabot lowell), steamboat ""clermont"" (robert fulton), water-powered cotton mill (moses brown), and the eire canal (dewitt clinton)\n\nPlease and Thank you :)",3,Education & Reference,industrial revolution pros cons following inventionsncotton thread samuel slater nailmaking machine jacob perkins spinning cotton thread machine richard arkwright textile plantfrancis cabot lowell steamboat clermont robert fulton waterpowered cotton mill moses brown eire canal dewitt clintonnnplease thank
"Do I need stitches for my head injury? Last night I was intoxicated and got in a fight.  I have an opening on the lower back of my cranium what is maybe half an inch long and 1/8-1/4 of an inch wide.  I dont really have money to get it stitched up, will I be ok if I use peroxide and slab some neosporin in there?  I'm only really worried about it getting infected or not healing well.  Thanks!",2,Health,need stitches head injury last night intoxicated got fight opening lower back cranium maybe half inch long inch wide dont really money get stitched use peroxide slab neosporin really worried getting infected healing well thanks
"Can My Yahoo ID have a dot (.) in it? The Yahoo signup page says that a single dot can be used, but it will not accept it.",6,Business & Finance,yahoo dot yahoo signup page says single dot used accept
"I just need some info on the little dipper constelation...  Anyone? Anything would be helpful, but if any of you know something like myths or legends, it would help too.  Also I need some general information on the constelation.  I already have a picture of it, so nothing like that is needed.",1,Science & Mathematics,need info little dipper constelation anyone anything would helpful know something like myths legends would help also need general information constelation already picture nothing like needed
"I need the c language code for cpu scheduling algorithms suchs as FCFS,SJF etc...? I need the c language code for cpu scheduling algorithms suchs as FCFS,SJF etc... \nIf any one mails me the code i will be very thankfull to them.\nplease mail me i really need them.\n\n           Thank you.",4,Computers & Internet,need language code cpu scheduling algorithms suchs fcfssjf etc need language code cpu scheduling algorithms suchs fcfssjf etc nif one mails code thankfull themnplease mail really need themnn thank
formula to convert pounds to kilos? ,2,Health,formula convert pounds kilos
how do you get rid of bed bugs? ,1,Science & Mathematics,get rid bed bugs
Why won't Bush just take the troops out of Iraq? I mean what is he waiting for? Why can't he just take them out of Iraq? Instead of sitting around watching hundreds of Americans die.,9,Politics & Government,wont bush take troops iraq mean waiting cant take iraq instead sitting around watching hundreds americans die
"Fantasy baseballers:  What is your opinion of what I should do with Jason Varitek? He's hitting .236, 5 HR and 25 RBI over 47 games (roughly 1/3 of the season).  Last year he hit .280 or better every month through August.  Drop him?  Estrada from Arizona is available, not that he'd be a whole lot better.",5,Sports,fantasy baseballers opinion jason varitek hes hitting rbi games roughly season last year hit better every month august drop estrada arizona available hed whole lot better
The ants in my garden farm aphids. Can I fill out the papers on their behalf for European subsidies? ,9,Politics & Government,ants garden farm aphids fill papers behalf european subsidies
is there a foundation course that can lead onto veterinary university? ,6,Business & Finance,foundation course lead onto veterinary university
I'm doing a speech for school and I was woundering if you could give me info on live trapping? ,3,Education & Reference,speech school woundering could give info live trapping
is it ok for my wife to communicate with her ex boyfriend? ,8,Family & Relationships,wife communicate boyfriend
how long is a mayor and governor's term in office? ,9,Politics & Government,long mayor governors term office
if you were on eBay and saw an offer posted by the God of the bible.. ? the item was Gods gift of salvation FREE!! FREE shipping\n\n\nwould you accept it and click buy now? \nor reject it and close the window ?,0,Society & Culture,ebay saw offer posted god bible item gods gift salvation free free shippingnnnwould accept click buy reject close window
one thing that many people dont know about you? ,3,Education & Reference,one thing many people dont know
What are the qualifications of a meteorologist? ,3,Education & Reference,qualifications meteorologist
do you think that the are any advantages or disadvantages of emigration for developin countries? ,9,Politics & Government,think advantages disadvantages emigration developin countries
What can I do for my toenails looking yellowish? ,2,Health,toenails looking yellowish
"Read Detail for Question! Plz answer this with all of your heart!!!? I have known this guy 4  9 months and ive had a major crush on him, and he has shown that he liked me back but he never asked me out. So i gave up on him and started goin out with my boyfriend and i really like him!!! But when the 1st guy found out i had began goin out with other guy (my boyfriend) he became upset and really started flirting with me! I don't understand him!!! Ive tried 2 4get him but last night when i kissed my boyfriend the 1st thing that came to my mind was the 1st guy!! I JUST CAN'T 4GET HIM!!!! PLZ HELP!!! WHAT SHOULD I DO?!?!?!",8,Family & Relationships,read detail question plz answer heart known guy months ive major crush shown liked back never asked gave started goin boyfriend really like guy found began goin guy boyfriend became upset really started flirting dont understand ive tried get last night kissed boyfriend thing came mind guy cant get plz help
write paragraphs? (150-200 )on the following topics (a) hardwork in work is key to success and (b) importance of dicipline in a students life.,3,Education & Reference,write paragraphs following topics hardwork work key success importance dicipline students life
"why is it that now days a guy can't seem to just casually date me, they want to fall in love; WHY!!!!? I mean guys used to date a girl for a month or to and then they would break up with you.  For the last four years I cannot date a guy without him falling in love with me.  I'm not even having sex with some of these people.  My relationships last anywhere between 6 months and a year and a half.  I've been dating this guy for about a month now and he has already asked me to live with him, and said he loves me.  WHY!?!?!?  I just don't get it.  Some one please tell me why this happens.",8,Family & Relationships,days guy cant seem casually date want fall love mean guys used date girl month would break last four years date guy without falling love even sex people relationships last anywhere months year half ive dating guy month already asked live said loves dont get one please tell happens
"Has anyone heard ""4 minutes""? I love that song!!Have you heard it?",7,Entertainment & Music,anyone heard minutes love songhave heard
Hi I am very thin week. I wants to become little fat.  Give me some easy step to gain wait.plz tx? I am 25 years old having two kids. I wants to become fat.,2,Health,thin week wants become little fat give easy step gain waitplz years old two kids wants become fat
how do I writeoff on my taxes when somebody defaults on a loan that I made to them? ,6,Business & Finance,writeoff taxes somebody defaults loan made
Does where the house on 50 cents Candy shop is.? ,7,Entertainment & Music,house cents candy shop
"Labor laws? For a full-time, non-exempt employee in Caifornia, is there anything in either Federal or California labor laws that require the employee to take accrued vacation time a week at a time?",6,Business & Finance,labor laws fulltime nonexempt employee caifornia anything either federal california labor laws require employee take accrued vacation time week time
how do u find this? i need to know wherer u can find shares outstanding on yahoo finace?,6,Business & Finance,find need know wherer find shares outstanding yahoo finace
how do i deleat history from my yahoo search bar? ,4,Computers & Internet,deleat history yahoo search bar
hi guys what will you do if ghost of azzurri man comes back to haunt you guys?? im back!!!!,5,Sports,guys ghost azzurri man comes back haunt guys back
jigga what? ,9,Politics & Government,jigga
AIDS can only be eradicated by increasing the economy of a country? i need real points and answers.\ni need a yes and a no answer.\nexplain.,3,Education & Reference,aids eradicated increasing economy country need real points answersni need yes answernexplain
"In Japanese wording ""Katsudon"". What does it means by ""don"" in old Chinese meaning according to its Kanji. ",3,Education & Reference,japanese wording katsudon means old chinese meaning according kanji
"What  to do when my sister turns a deaf ear to your words, even if the matter is very much about her safety? My sister sometimes turns a deaf ear to my words.I love her a lot and can't forgive myself if something wrong happens to her. Please advose me what to do though this time she has complied with what I told her?",8,Family & Relationships,sister turns deaf ear words even matter much safety sister sometimes turns deaf ear wordsi love lot cant forgive something wrong happens please advose though time complied told
What would you do if you if you want to play basketball and your good at it but there is a problem if you do? I have a really bad knee problem. I have had surgery on it 3 times already and i am only 16 but it seems like i just cant stay off the court. What would your advive be. Should i continue playing or give up on it.,6,Business & Finance,would want play basketball good problem really bad knee problem surgery times already seems like cant stay court would advive continue playing give
Does anyone know where else i can download Josh Kelley's live sessions other than from itunes? Thanks? ,7,Entertainment & Music,anyone know else download josh kelleys live sessions itunes thanks
"Smile, Frown, Mean,  Goofy or Serious? Which look do u wear, I'm always smiling =-) <<< see",6,Business & Finance,smile frown mean goofy serious look wear always smiling see
How do I remove YAHOO! Weather Image from my desktop? ,6,Business & Finance,remove yahoo weather image desktop
Where do I report unsolicited spam that doesn't give me a site to have me taken of their list? Some junk mail gives me a link to go to and be taken off their list.  What can I do about spam that doesn't give me this option?,4,Computers & Internet,report unsolicited spam doesnt give site taken list junk mail gives link taken list spam doesnt give option
"Which of the following is a controlled parameter of the following scenario? A scientist wants to determine whether fertilizer makes tomato plants grow bigger. The scientist puts 5 grams of fertilizer on the first of 3 tomato plants, 10 grams of fertilizer on the second one, and 15 grams of fertilizer on the third. Each plant receives the same amount of water and sunlight. After 2 weeks, the first and second plants have grown 6 inches, and the third plant has grown only 5 inches.\n\nA) Amount of water each plant receives.\nB) Time duration of the experiment.",3,Education & Reference,following controlled parameter following scenario scientist wants determine whether fertilizer makes tomato plants grow bigger scientist puts grams fertilizer first tomato plants grams fertilizer second one grams fertilizer third plant receives amount water sunlight weeks first second plants grown inches third plant grown inchesnna amount water plant receivesnb time duration experiment
Will USA imperialism stop when Bush is gone from white house? ,9,Politics & Government,usa imperialism stop bush gone white house
"Who are the most dumb? Guys or Girls? Many women go for breast augmentation. So it is easy to wow guys with that? So, then girls, do you think you will like that if a guy goes under similar surgery to enhance their physical shape? For example you may find some silicon tubes under their visually athletic muscles?",8,Family & Relationships,dumb guys girls many women breast augmentation easy wow guys girls think like guy goes similar surgery enhance physical shape example may find silicon tubes visually athletic muscles
how can i get money fast with no money? ,6,Business & Finance,get money fast money
"waht is the spring wire (bs5216 hs3)? I want to find the spring wire wich is related to BS5216 HS3,I have some japanese wire such as JIS 3226 on hand ,but I don't know which wire should accord with the BS5216 HS3 standard.",1,Science & Mathematics,waht spring wire want find spring wire wich related hsi japanese wire jis hand dont know wire accord standard
what is that color that you would be caught wearing? ,7,Entertainment & Music,color would caught wearing
can you help me with band names? me and some friends are starting a band and we need a name for the band and im all out of ideas i wanna hear from u!!,7,Entertainment & Music,help band names friends starting band need name band ideas wan hear
Theme Song to Charmed? Does anyone know the name of the band and song of the Charmed theme song?,7,Entertainment & Music,theme song charmed anyone know name band song charmed theme song
"who thinks senator Webb rocks? Webb's comments to satan  oops, i mean Bush.",9,Politics & Government,thinks senator webb rocks webbs comments satan oops mean bush
can somebody send examples of unix shell scripts? ,4,Computers & Internet,somebody send examples unix shell scripts
For Latin students/scholars: What is the difference between Numquam and Nusquam? Please don't feel insulted by the simplicity of my question.,0,Society & Culture,latin studentsscholars difference numquam nusquam please dont feel insulted simplicity question
Why would anyone think that God doesn`t want man to fight? ,0,Society & Culture,would anyone think god doesnt want man fight
"if you were in savannah,georgia,what coast would you be located on? hhhhhhhhhhhhhhhhhhhhhhhhhhhhheeeeeeeeeeeeeeeeeeeeeellllllllllllllllllllllllllllllllllllllllllpppppppppppppppppppppp!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",3,Education & Reference,savannahgeorgiawhat coast would located hhhhhhhhhhhhhhhhhhhhhhhhhhhhheeeeeeeeeeeeeeeeeeeeeellllllllllllllllllllllllllllllllllllllllllpppppppppppppppppppppp
Are friends more important than family? tell me if friends are more important than family. And why?,3,Education & Reference,friends important family tell friends important family
"Someone please help me find this song!!!!? What is the name of the song that Snoop Dog played right before taking off in Soul Plane, that goes like, ""WE gunna get Hi, Hi Hi""",7,Entertainment & Music,someone please help find song name song snoop dog played right taking soul plane goes like gunna get
"why are people disagreeing with the president on the war? I mean we can't just not defend our country. They attacked us now we have to show them that that is not ok. Yeah there are people dying but they are dying for you.  Think about it ,  there has been many wars for this country and people have died.  It is WAR ! HELLO! They are gonna die. But if they didn't want to go to Iraq then they didn't have to . And if we don't do something about what happened on 9-11 then they are gonna attack again and even more innocent people are gonna die unexpectidly. There are many people that think President Bush is the worst President ever but think of what would have happened if John Kerry was elected.",9,Politics & Government,people disagreeing president war mean cant defend country attacked show yeah people dying dying think many wars country people died war hello gon die didnt want iraq didnt dont something happened gon attack even innocent people gon die unexpectidly many people think president bush worst president ever think would happened john kerry elected
whats is the precision and accuracy of ph using ph paper and a ph meter? What is the precision and accuracy of ph using ph paper \nwhat is the precision and accuracy of ph using ph meter,3,Education & Reference,whats precision accuracy using paper meter precision accuracy using paper nwhat precision accuracy using meter
spurs and arsenal fans cant take defeat listen to talksport and youll see what i mean? ,5,Sports,spurs arsenal fans cant take defeat listen talksport youll see mean
How many matches are played in the EPL every season? How many matches does each team play? ,5,Sports,many matches played epl every season many matches team play
"So do you believe in God and believe his only Son Jesus Christ will come back to destory the Earth? Jesus Christ is Gods only Begotten Son that he sent to this Earth. Jesus Christ proved he loved everyone when he died on the cross for you for the forgiveness of our Sins. If you died today would you go to Heaven? So do you believe in Jesus Christ, his Farther and our Farther ""God."" For all you Christains out there, besides the Earth being destoryed by fire what else will happen to world when he comes back and how many signs will happen before he comes. Remember this world there is only one God out there and he loves Everyone.""God bless you all.""",0,Society & Culture,believe god believe son jesus christ come back destory earth jesus christ gods begotten son sent earth jesus christ proved loved everyone died cross forgiveness sins died today would heaven believe jesus christ farther farther god christains besides earth destoryed fire else happen world comes back many signs happen comes remember world one god loves everyonegod bless
which horoscope is best compatable with gemini? ,7,Entertainment & Music,horoscope best compatable gemini
"i want to send someone a piece of software using the internet how should i do this? via email, or webiste or ???",4,Computers & Internet,want send someone piece software using internet via email webiste
"If you could be any age, what age would you choose and why? ",2,Health,could age age would choose
what is the powder used by NBA players to keep their hands dry? ,5,Sports,powder used nba players keep hands dry
Do Christians believe in reincarnation? No 20 page answers please,0,Society & Culture,christians believe reincarnation page answers please
"are you guys a bit surprise that justin morneau won the MVP? im a bit surprise beacuse i heard many people ( analysts ) predicted that jeter ortiz or maybe jermaine dye to win.........morneau had a great year, i thought he deserved it ......what do u guys think?",5,Sports,guys bit surprise justin morneau mvp bit surprise beacuse heard many people analysts predicted jeter ortiz maybe jermaine dye winmorneau great year thought deserved guys think
who is the fastest player in the english premier league? ,5,Sports,fastest player english premier league
"If J. Edgar Hoover were alive today, would he be a bigger fan of Geri Halliwell or Mel C.? ",7,Entertainment & Music,edgar hoover alive today would bigger fan geri halliwell mel
who u think originated thug in hip hop? and it is not T.I,7,Entertainment & Music,think originated thug hip hop
how to solve lg 15 divide by lg 17 without a calculator? the answer must be in decimal or fraction,1,Science & Mathematics,solve divide without calculator answer must decimal fraction
"OEM Software--Windows XP--some say illegal/won't work, others say that it's OK??? I have a refurbished computer that I found at gov't auction.  In great shape, but no O/S with it.  Can't see paying more for the O/S than I did for the 'puter!\n\nI want Windows XP Home Edition, w/ SP2, Full Version.  Best Buy has it for close to 200 bucks.  A seemingly respectable (4000 positive feedback comments for it on Yahoo!) direct-buy online store has the same for 85 bucks.  \n\nThe online store says you're paying for the packaging at Best Buy, and that their software is the same on the inside...it's put out by MS for System Builders.  Other sources online say that OEM software is illegal, and won't work properly/have the extras.  \n\nIf I'm using the computer only for online surfing, letter writing, and school/work, will the OEM version work, or is my best option the pretty-boxed version from Best Buy?  Will the OEM require any other knowledge on my part than, plug it in, let it go?\n\nThanks!  :)",4,Computers & Internet,oem softwarewindows xpsome say illegalwont work others say refurbished computer found govt auction great shape cant see paying puternni want windows home edition full version best buy close bucks seemingly respectable positive feedback comments yahoo directbuy online store bucks nnthe online store says youre paying packaging best buy software insideits put system builders sources online say oem software illegal wont work properlyhave extras nnif using computer online surfing letter writing schoolwork oem version work best option prettyboxed version best buy oem require knowledge part plug let gonnthanks
"is there a alternate for flash payer? i am having installing problems with flash player macromedia.i know for sure that sites use some player to veiw their media,so i would like to know if it is possible to install which one in place of a flash .which could perform better and do its job.",4,Computers & Internet,alternate flash payer installing problems flash player macromediai know sure sites use player veiw mediaso would like know possible install one place flash could perform better job
Who was in the Allied forces in World War2? ,3,Education & Reference,allied forces world war
are color blind people missing the cones and rod cells in their eyes? what factor brings on color blindness? ,1,Science & Mathematics,color blind people missing cones rod cells eyes factor brings color blindness
is it possible to hook my vhf machine to my computer so I can burn my family videos onto cd? ,4,Computers & Internet,possible hook vhf machine computer burn family videos onto
how can I  go to USA to study? I study ecology in Serbia and Montrnego and want to know what is situation in USA with ecology's studying and what is neccesary to provide for leaving there and continue studyng in USA?,3,Education & Reference,usa study study ecology serbia montrnego want know situation usa ecologys studying neccesary provide leaving continue studyng usa
"America was founded as a Christian Nation according to John Adams? ""The highest history of the American revolution is this: It connected in ONE INDISSOLUABLE BOND the principles of civil government with the principles of CHRISTIANITY"". -- John Adam - 2nd President of the U S.\n\nSo why should we believe clueless atheists that are trying to convince us otherwise? \n\nI choose to believe John Adams and reject the atheists who are trying to re-write history to suit their own selfish agenda.\n\nIt amazing me the legth to which atheists will go to to try to deceive the American public.",0,Society & Culture,america founded christian nation according john adams highest history american revolution connected one indissoluable bond principles civil government principles christianity john adam president snnso believe clueless atheists trying convince otherwise nni choose believe john adams reject atheists trying rewrite history suit selfish agendannit amazing legth atheists try deceive american public
Why do we kill people that kill people to show that killing people is wrong? ,9,Politics & Government,kill people kill people show killing people wrong
"Is it true that in some states teaching Darwin's evolution theory is forbidden by law? In which states then? I heard this time ago, but didn't know if this finally happened.",1,Science & Mathematics,true states teaching darwins evolution theory forbidden law states heard time ago didnt know finally happened
Is Alien (from other planet) really existing? How do you know? ,1,Science & Mathematics,alien planet really existing know
"Does anyone have an office address for Louis Walsh in Dublin? I just need an address where I can send a letter - does anyone have a specific address for him in Dublin?  \n\nMany thanks, Emma",7,Entertainment & Music,anyone office address louis walsh dublin need address send letter anyone specific address dublin nnmany thanks emma
"20 year old trying to get the body.? Im 20 years old 5 10"", 190 lbs, and out of shape. Want to get muscular but not crazy muscular. I also would like to get my weight around 175lbs and waist size around a 32 (at a 36 now). Where do i start? cardio first then lifting? I really just want to get a body that looks good not too ripped not too big just looks good.",2,Health,year old trying get body years old lbs shape want get muscular crazy muscular also would like get weight around lbs waist size around start cardio first lifting really want get body looks good ripped big looks good
"Masturbating.....? I'm ambivalent about it, I think it's both good and bad. Good: keeps you away from actually having sex (staying abstinence). Bad: It's kind of unfitful in a religious sense.  \n\nwhat's your opinion?",8,Family & Relationships,masturbating ambivalent think good bad good keeps away actually sex staying abstinence bad kind unfitful religious sense nnwhats opinion
Gay parades? do you know of any anything being planned in Indiana?,0,Society & Culture,gay parades know anything planned indiana
how can one review the security information that he entered when he wanted to sign up to yahoo email or 360? ,4,Computers & Internet,one review security information entered wanted sign yahoo email
do you know any groups similar to the harlem globetrotters? ,5,Sports,know groups similar harlem globetrotters
"what is duel bios? is says when i start up my computer that i have duel bios?\ncan anyone explain what that is ,what it dose, etc.....thank you\n\nI will vote best answer to the answer with the most information.",4,Computers & Internet,duel bios says start computer duel biosncan anyone explain dose etcthank younni vote best answer answer information
why did don king stop smiling at the foreman fight when he whispered in Ali ear? what did Ali say to him? this was after every one ran up on the stage after the knock down and winner was said,5,Sports,king stop smiling foreman fight whispered ali ear ali say every one ran stage knock winner said
"Tampa Residents: Did the Bucs/Panthers game air on ABC in Tampa on Monday Night? Someone has claimed that the game was aired on ABC in Tampa, but I can't imagine that ESPN would allow that. Can someone in Tampa confirm if it did air on ABC?",5,Sports,tampa residents bucspanthers game air abc tampa monday night someone claimed game aired abc tampa cant imagine espn would allow someone tampa confirm air abc
